,County,Jurisdiction,Num_RecyclingProg_2007,Target_ResPPD_2007,Annual_ResPPD_2007,Target_EmpPPD_2007,Annual_EmpPPD_2007,Num_RecyclingProg_2008,Target_ResPPD_2008,Annual_ResPPD_2008,Target_EmpPPD_2008,Annual_EmpPPD_2008,Num_RecyclingProg_2009,Target_ResPPD_2009,Annual_ResPPD_2009,Target_EmpPPD_2009,Annual_EmpPPD_2009,Num_RecyclingProg_2010,Target_ResPPD_2010,Annual_ResPPD_2010,Target_EmpPPD_2010,Annual_EmpPPD_2010,Num_RecyclingProg_2011,Target_ResPPD_2011,Annual_ResPPD_2011,Target_EmpPPD_2011,Annual_EmpPPD_2011,Num_RecyclingProg_2012,Target_ResPPD_2012,Annual_ResPPD_2012,Target_EmpPPD_2012,Annual_EmpPPD_2012,Num_RecyclingProg_2013,Target_ResPPD_2013,Annual_ResPPD_2013,Target_EmpPPD_2013,Annual_EmpPPD_2013,Population,Male,Female,MedianAgeYears,MaleMedianAgeYears,FemaleMedianAgeYears,AverageHouseholdSize,AverageFamilySize,PersonsUnder5Years,PersonsUnder18Years,PersonsAge21Plus,PersonsAge55Plus,PersonsAge60Plus,PersonsAge65Plus,PercentPopulationFemale,PercentPopulationLessThan18,PopulationR,TotalPopulationOfOneRace,White,BlackOrAfricanAmerican,AmericanIndianAndAlaskaNative,TotalAsian,AsianIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,OtherAsian,TotalNHOPI,NativeHawaiian,GuamanianOrChamorro,Samoan,OtherPacificIslander,SomeOtherRace,TotalPopulationInHouseholds,Householder,Spouse,Children,ChildrenOwnChildUnder18y,OtherRelatives,OtherRelativesUnder18y,NonRelatives,NonRelativesUnmarriedPartner,MedianAge,MedianHouseholdIncome,MeanHouseholdIncome,PercentBachDegHghr
282,Sacramento,Rancho Cordova,36,7.5,7.9,8.3,9.4,36,7.5,6.1,8.3,7.9,36,7.5,5.2,8.3,7.4,36,7.5,5.0,8.3,8.0,36,7.5,5.0,8.3,7.0,36,7.5,4.5,8.3,6.3,36,7.5,4.5,8.3,6.2,64776,31693,33083,33.1,32.2,34.1,2.75,3.3,5380,17011,45113,13059,9485,6634,51.10,26.30,64776,60256,39123,6561,668,7831,1325,875,2330,269,678,1031,1323,556,40,66,89,361,5517,64451,23448,10521,20240,14828,5494,1804,4748,1949,35.1,55064.0,72200.0,28.0
283,San Bernardino,Rancho Cucamonga,31,6.8,5.3,16.7,12.9,31,6.8,4.5,16.7,11.5,31,6.8,3.9,16.7,10.7,33,6.8,4.3,16.7,11.9,33,6.8,4.0,16.7,9.9,33,6.8,4.1,16.7,9.8,33,6.8,4.3,16.7,10.7,165269,81615,83654,34.5,33.1,35.8,2.98,3.41,10238,42550,114940,30871,20598,13044,50.60,25.70,165269,156310,102401,15246,1134,17208,1869,3479,5513,559,2189,1159,2440,443,75,53,109,206,19878,162145,54383,30533,55362,36994,13639,4713,8228,3420,31.9,54090.0,69091.0,18.7
284,Riverside,Rancho Mirage,42,14.7,11.4,20.2,15.4,43,14.7,10.0,20.2,13.5,44,14.7,8.2,20.2,11.5,44,14.7,7.5,20.2,11.7,44,14.7,7.5,20.2,10.1,44,14.7,7.4,20.2,9.7,44,14.7,7.7,20.2,10.2,17218,8509,8709,62.3,61.8,62.7,1.94,2.46,423,1828,15148,10834,9381,7582,50.60,10.60,17218,16880,15267,256,94,651,136,102,200,43,65,37,68,14,5,7,1,1,598,17154,8829,4159,2303,1650,560,155,1303,770,33.9,56529.0,73752.0,20.5
285,Orange,Rancho Santa Margarita,45,4.8,4.3,15.9,12.5,45,4.8,3.6,15.9,10.6,45,4.8,3.3,15.9,11.0,45,4.8,3.6,15.9,13.1,45,4.8,3.3,15.9,10.6,45,4.8,3.2,15.9,10.3,46,4.8,3.2,15.9,10.0,47853,23383,24470,36.0,34.7,37.1,2.87,3.33,3026,13879,32082,7157,4436,2711,51.10,29.00,47853,45616,37421,887,182,4350,491,677,1461,442,363,455,461,102,52,26,9,15,2674,47851,16665,10144,17037,13179,2071,550,1934,850,36.4,75422.0,101134.0,36.8
286,Shasta,Redding,44,6.4,5.5,11.9,10.3,45,6.4,5.4,11.9,10.3,46,6.4,5.2,11.9,10.9,46,6.4,4.8,11.9,11.1,46,6.4,5.1,11.9,11.0,46,6.4,4.7,11.9,10.3,47,6.4,4.5,11.9,9.9,89861,43492,46369,38.5,36.0,40.6,2.43,2.94,5630,20518,65194,25969,20032,14758,51.60,22.80,89861,85740,77117,1092,2034,3034,370,399,425,158,143,120,1419,156,63,28,25,40,2307,87841,36130,16001,23751,18080,4473,1644,7486,2774,42.1,44651.0,59066.0,18.8
287,San Bernardino,Redlands,41,5.9,6.3,14.6,14.3,41,5.9,4.9,14.6,11.4,41,5.9,4.2,14.6,10.0,41,5.9,4.4,14.6,11.5,41,5.9,4.6,14.6,11.5,41,5.9,3.8,14.6,9.4,41,5.9,4.3,14.6,10.1,68747,32743,36004,36.2,34.5,37.8,2.68,3.21,4143,16273,48706,17272,12760,8978,52.40,23.70,68747,65358,47452,3564,625,5216,856,822,1209,233,532,456,1108,235,60,18,102,55,8266,66379,24764,12374,20470,14093,4850,1864,3921,1419,31.9,54090.0,69091.0,18.7
288,San Mateo,Redwood City,40,9.1,6.4,14.4,9.6,40,9.1,6.5,14.4,9.9,40,9.1,5.6,14.4,8.8,40,9.1,5.3,14.4,9.1,40,9.1,4.1,14.4,6.3,40,9.1,5.7,14.4,8.5,40,9.1,4.3,14.4,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,88202.0,126129.0,44.4
289,Fresno,Reedley,32,6.2,3.1,16.8,8.3,32,6.2,3.7,16.8,9.9,32,6.2,2.6,16.8,7.3,32,6.2,3.3,16.8,10.4,30,6.2,3.3,16.8,9.0,31,6.2,3.1,16.8,8.9,33,6.2,2.7,16.8,8.0,24194,12332,11862,29.1,27.9,30.4,3.65,3.94,2221,7869,14967,4185,3157,2307,49.00,32.50,24194,23196,14105,169,267,797,42,77,303,294,12,12,57,8,0,1,5,2,7850,23945,6569,3988,9132,6541,2898,1176,1358,479,30.9,45563.0,63079.0,19.6
290,San Bernardino,Rialto,38,5.7,5.8,31.3,27.5,40,5.7,4.9,31.3,23.4,40,5.7,4.0,31.3,20.6,41,5.7,3.3,31.3,20.4,41,5.7,3.2,31.3,18.5,41,5.7,3.2,31.3,18.5,41,5.7,3.3,31.3,18.6,99171,48245,50926,28.3,27.2,29.3,3.92,4.2,8633,32604,60838,15234,10552,6906,51.40,32.90,99171,94502,43592,16236,1062,2258,168,205,814,94,90,239,648,361,66,28,139,128,30993,98724,25202,13811,38294,25005,15576,6733,5841,1930,31.9,54090.0,69091.0,18.7
291,Kern,Ridgecrest,35,11.7,7.0,47.8,26.6,38,11.7,6.6,47.8,24.8,38,5.5,5.8,20.6,22.8,38,5.5,5.3,20.6,21.5,37,5.5,5.1,20.6,19.0,37,5.5,5.2,20.6,19.7,38,5.5,4.9,20.6,13.4,27616,13832,13784,33.8,32.6,35.0,2.54,3.1,2265,7544,18909,6429,4828,3417,49.90,27.30,27616,26029,21387,1113,341,1209,120,141,475,93,62,139,179,143,21,54,54,14,1836,27420,10781,5211,8486,6763,1372,613,1570,745,30.8,48552.0,64677.0,15.0
292,Humboldt,Rio Dell,37,2.1,2.5,30.8,34.5,38,2.1,2.4,30.8,31.9,38,2.1,2.4,30.8,34.4,38,2.1,2.0,30.8,32.3,38,2.1,2.1,30.8,31.0,38,2.1,2.4,30.8,37.8,38,2.1,2.3,30.8,36.2,3368,1656,1712,38.3,35.2,40.8,2.45,2.99,225,803,2431,890,652,443,50.80,23.80,3368,3200,2894,13,125,25,7,6,8,0,0,0,4,3,1,0,1,1,140,3347,1367,560,883,658,239,117,298,144,37.5,41426.0,56127.0,27.5
293,Solano,Rio Vista,34,9.7,5.4,39.7,26.4,34,9.7,4.6,39.7,22.8,34,9.7,3.7,39.7,20.3,34,9.7,4.0,39.7,22.3,34,9.7,4.0,39.7,19.5,34,9.7,4.3,39.7,20.9,34,9.7,4.0,39.7,19.5,7360,3539,3821,57.2,56.8,57.5,2.13,2.6,271,1145,6045,3923,3317,2377,51.90,15.60,7360,7090,6003,372,53,359,14,81,178,37,12,5,32,15,9,6,0,0,288,7357,3454,1846,1428,1040,306,82,323,170,37.1,67177.0,82971.0,24.3
294,Fresno,Ripon,34,15.1,6.1,57.9,21.1,34,15.1,6.4,57.9,23.0,34,15.1,5.0,57.9,20.7,34,15.1,5.1,57.9,24.7,34,15.1,4.8,57.9,22.7,36,15.1,4.2,57.9,19.8,36,15.1,4.5,57.9,19.2,14297,6997,7300,37.1,35.3,38.4,2.93,3.34,937,4119,9566,3280,2381,1688,51.10,28.80,14297,13581,11392,221,125,599,149,61,183,24,35,64,83,36,11,18,0,7,1208,14207,4855,3099,5050,3781,729,279,474,213,30.9,45563.0,63079.0,19.6
295,Riverside,Riverside,36,8.6,7.2,19.5,15.2,37,8.6,6.3,19.5,13.3,37,8.6,5.6,19.5,12.5,37,8.6,5.6,19.5,14.7,37,8.6,5.8,19.5,13.9,37,8.6,5.6,19.5,13.7,37,8.6,5.9,19.5,14.0,303871,150112,153759,30.0,28.9,31.1,3.18,3.67,21892,81406,198793,53612,38218,26242,50.60,26.80,303871,288453,171669,21421,3467,22566,2396,4939,5124,948,3220,3135,2804,1219,162,218,434,405,68111,292322,91932,45398,97397,66180,32657,12653,24938,7138,33.9,56529.0,73752.0,20.5
296,Riverside,Riverside-Unincorporated,45,6.2,6.4,32.5,31.8,45,6.2,5.1,32.5,26.8,45,6.2,5.0,32.5,27.3,45,6.2,4.3,32.5,31.4,45,6.9,4.0,28.3,32.7,45,6.9,4.5,28.3,27.3,45,7.3,5.2,30.9,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9,56529.0,73752.0,20.5
297,Placer,Rocklin,35,4.2,3.6,15.1,11.5,35,4.2,3.2,15.1,10.5,36,4.2,2.7,15.1,9.7,37,4.2,2.6,15.1,10.6,39,4.2,2.5,15.1,9.3,40,4.2,2.4,15.1,8.6,40,4.2,2.6,15.1,8.4,56974,27603,29371,36.7,35.2,37.9,2.71,3.18,3598,15613,38771,11917,8798,6228,51.60,27.40,56974,54108,47047,858,410,4105,837,662,1051,415,332,328,480,150,30,36,22,62,1538,56337,20800,11974,18637,14757,2210,664,2716,1159,40.4,72725.0,91628.0,35.1
298,Los Angeles,Rolling Hills,23,13.1,18.6,88.1,173.5,23,16.7,16.8,102.3,208.2,23,16.7,9.7,102.3,109.5,23,16.7,7.0,102.3,99.7,23,16.7,8.3,102.3,96.9,30,16.7,9.2,102.3,108.6,30,16.7,8.0,102.3,67.1,1860,890,970,51.7,52.6,50.9,2.81,3.08,44,404,1396,826,670,513,52.20,21.70,1860,1800,1437,29,5,303,45,105,16,40,67,6,24,2,0,0,2,0,24,1860,663,491,552,371,80,27,74,20,35.1,55909.0,81416.0,29.7
299,Los Angeles,Rolling Hills Estates,31,8.3,9.0,14.9,14.6,31,8.3,8.3,14.9,14.0,32,8.3,6.9,14.9,12.4,32,8.3,6.2,14.9,12.0,32,8.3,4.4,14.9,8.6,35,8.3,3.6,14.9,6.9,35,8.3,3.3,14.9,6.6,8067,3887,4180,48.5,48.3,48.7,2.72,3.07,293,1890,5974,3045,2454,1869,51.80,23.40,8067,7726,5463,109,19,2007,122,514,136,490,580,24,141,8,1,2,1,4,120,8067,2965,2100,2498,1780,324,101,180,68,35.1,55909.0,81416.0,29.7
300,Placer,Roseville,45,8.8,5.8,14.3,9.3,45,8.9,5.4,14.4,9.0,45,8.9,4.6,14.4,8.3,47,8.9,4.3,14.4,8.7,47,8.9,4.1,14.4,7.9,47,8.9,4.1,14.4,7.7,47,8.9,4.2,14.4,7.9,118788,56894,61894,36.8,35.3,38.2,2.62,3.14,8044,31210,83334,27813,21346,15867,52.10,26.30,118788,112872,94199,2329,885,10026,2337,1227,3637,674,583,676,892,346,95,99,31,121,5087,117941,45059,24050,36884,29039,5643,1687,6305,2804,40.4,72725.0,91628.0,35.1
301,Sacramento,Sacramento,34,6.9,6.0,10.8,9.3,34,6.9,5.5,10.8,8.5,35,6.9,4.8,10.8,7.7,35,6.9,5.0,10.8,9.0,35,6.9,5.0,10.8,8.1,33,6.9,4.7,10.8,7.6,34,6.9,5.1,10.8,8.3,466488,227101,239387,33.0,32.1,34.0,2.62,3.37,35010,116121,328406,99290,71846,49420,51.30,24.90,466488,433363,210006,68335,5291,85503,8514,20307,13468,5730,1265,6682,29537,6655,346,366,819,5124,57573,458174,174624,65556,136240,98122,44439,15368,37315,15732,35.1,55064.0,72200.0,28.0
302,Sacramento,Sacramento-Unincorporated,40,8.2,5.9,24.5,18.1,40,7.7,5.5,23.2,17.2,40,7.7,4.6,23.2,15.5,39,7.7,4.5,23.2,17.5,39,7.7,4.5,23.2,16.4,39,7.7,4.1,23.2,15.0,39,7.7,4.1,23.2,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,55064.0,72200.0,28.0
303,Monterey,Salinas,43,6.8,4.9,18.3,13.4,43,6.8,4.0,18.3,10.8,43,6.8,4.2,18.3,11.8,43,6.8,4.0,18.3,12.9,43,6.8,3.9,18.3,11.9,44,6.8,3.9,18.3,11.5,0,,,,,150441,76007,74434,28.8,28.1,29.6,3.66,4.05,14362,47180,95375,22981,16240,11258,49.50,31.40,150441,142811,68973,2993,1888,9438,582,830,6041,659,500,383,443,478,92,158,72,156,59041,147976,40387,21380,52821,37659,21915,7945,11473,3542,33.0,59168.0,79378.0,23.0
304,San Bernardino,San Benito County Integrated Waste Management Regional Agency,36,5.1,5.3,18.3,18.4,36,5.1,4.6,18.3,16.6,36,5.1,4.6,18.3,18.4,36,5.1,5.1,18.3,22.2,37,5.1,4.6,18.3,19.0,37,5.1,4.5,18.3,17.8,37,5.1,4.4,18.3,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,54090.0,69091.0,18.7
305,San Bernardino,San Bernardino,35,6.6,6.1,15.4,13.7,35,6.6,5.6,15.4,12.3,35,6.6,4.6,15.4,10.3,35,6.6,4.4,15.4,11.8,35,6.6,4.1,15.4,9.9,30,6.6,4.0,15.4,9.2,32,6.6,4.1,15.4,9.6,209924,103491,106433,28.5,27.7,29.2,3.42,3.89,19521,67238,130487,33749,24143,16534,50.70,32.00,209924,199258,95734,31582,2822,8454,584,696,2495,271,429,1221,2758,839,107,130,388,214,59827,202599,59283,25700,75436,53187,27447,12043,14733,5686,31.9,54090.0,69091.0,18.7
306,San Bernardino,San Bernardino-Unincorporated,48,6.2,6.2,43.3,38.0,48,6.2,5.1,43.3,31.1,49,6.2,4.5,43.3,30.3,49,6.2,4.5,43.3,40.0,49,6.2,4.7,43.3,30.0,49,6.2,4.4,43.3,27.7,49,6.2,4.6,43.3,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,54090.0,69091.0,18.7
307,San Mateo,San Bruno,31,4.5,4.4,15.9,14.8,31,4.5,4.0,15.9,14.3,31,4.5,3.8,15.9,14.2,31,4.5,4.0,15.9,14.8,31,4.5,3.9,15.9,13.5,31,4.5,4.2,15.9,14.5,33,4.5,3.7,15.9,12.3,41114,20256,20858,38.8,37.5,40.2,2.77,3.31,2478,8632,31063,10423,7550,5214,50.70,21.00,41114,38413,20350,942,246,10423,787,3246,4740,409,435,185,621,1377,42,19,247,1069,5075,40716,14701,7364,11586,7406,4221,1066,2844,887,39.3,88202.0,126129.0,44.4
308,Ventura,San Buenaventura,55,10.4,6.1,22.8,13.0,55,10.4,5.6,22.8,12.0,55,10.4,5.3,22.8,12.0,55,10.4,5.8,22.8,13.5,55,10.4,5.4,22.8,12.1,55,10.4,5.7,22.8,12.5,55,10.4,5.7,22.8,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,76544.0,98869.0,31.4
309,San Mateo,San Carlos,42,7.5,7.6,14.4,14.2,42,7.5,7.4,14.4,13.9,42,7.5,6.8,14.4,14.0,42,7.5,6.5,14.4,14.5,42,7.5,6.0,14.4,12.4,42,7.5,5.9,14.4,12.2,42,7.5,6.5,14.4,13.2,28406,13730,14676,42.6,41.8,43.3,2.46,2.99,1884,6699,21182,7888,5804,4047,51.70,23.60,28406,26959,22497,233,65,3267,504,1394,482,320,172,89,306,70,11,4,8,47,827,28315,11524,6645,8102,6504,813,166,1231,593,39.3,88202.0,126129.0,44.4
310,Orange,San Clemente,33,7.1,5.5,25.9,20.4,33,7.1,4.6,25.9,16.9,33,7.1,4.1,25.9,15.5,33,7.1,4.2,25.9,14.4,33,7.1,3.9,25.9,12.4,33,7.1,3.8,25.9,11.8,33,7.1,3.8,25.9,12.1,63522,31911,31611,39.7,38.9,40.6,2.65,3.11,4103,15506,45816,16335,12049,8414,49.80,24.40,63522,61235,54605,411,363,2333,278,423,550,318,267,212,285,90,45,9,12,24,3433,63249,23906,13873,18865,14459,2649,798,3956,1356,36.4,75422.0,101134.0,36.8
311,San Diego,San Diego,47,8.4,7.1,15.8,12.7,47,8.4,6.3,15.8,11.4,49,8.4,5.7,15.8,10.7,49,8.4,5.5,15.8,11.1,49,8.4,5.9,15.8,11.0,49,8.4,5.4,15.8,10.0,49,8.4,5.7,15.8,10.4,1307402,660626,646776,33.6,32.7,34.7,2.6,3.28,80792,279368,960039,271402,199588,139637,49.50,21.40,1307402,1240714,769971,87949,7696,207944,17255,35661,76738,9625,13559,33149,21957,5908,1005,2301,1567,1035,161246,1255446,483092,207235,338949,239863,104168,33567,122002,36270,34.8,62962.0,84889.0,34.6
312,San Diego,San Diego-Unincorporated,47,6.8,7.2,32.4,34.5,47,6.8,6.7,32.4,33.1,47,6.8,5.7,32.4,30.3,47,6.8,5.8,32.4,40.4,47,6.8,5.5,32.4,29.0,47,6.8,5.1,32.4,26.9,47,6.8,5.2,32.4,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,62962.0,84889.0,34.6
313,Los Angeles,San Dimas,31,10.8,6.6,19.3,11.2,32,10.8,5.7,19.3,10.0,32,10.8,4.7,19.3,9.2,32,10.8,5.0,19.3,9.6,33,10.8,5.0,19.3,9.2,33,10.8,4.6,19.3,8.1,33,10.8,4.4,19.3,7.5,33371,15856,17515,42.6,40.7,44.2,2.73,3.19,1453,6989,24893,10102,7437,5183,52.50,20.90,33371,31727,24038,1084,233,3496,386,947,1067,331,211,145,409,48,19,10,13,6,2828,32831,12030,6604,9992,6029,2396,771,1809,633,35.1,55909.0,81416.0,29.7
314,Los Angeles,San Fernando,37,8.3,5.1,19.9,12.1,37,8.3,4.6,19.9,11.6,37,8.3,4.3,19.9,12.0,38,8.3,4.3,19.9,12.1,38,8.3,4.6,19.9,13.1,38,8.3,4.1,19.9,11.8,38,8.3,4.3,19.9,11.4,23645,11861,11784,30.7,29.8,31.5,3.94,4.18,1895,6941,15522,4026,2844,1993,49.80,29.40,23645,22762,12068,222,314,248,6,22,114,27,19,9,51,33,6,9,8,10,9877,23531,5967,3282,8581,5312,3972,1415,1729,510,35.1,55909.0,81416.0,29.7
315,San Francisco,San Francisco,45,6.6,4.2,10.6,6.2,45,6.6,3.7,10.6,5.5,45,6.6,3.1,10.6,4.8,45,6.6,3.0,10.6,5.0,45,6.6,2.9,10.6,4.4,45,6.6,2.9,10.6,4.2,45,6.6,3.0,10.6,4.3,805235,408462,396773,38.5,38.5,38.5,2.26,3.11,35203,107524,671327,206438,154730,109842,49.30,13.40,805235,767576,390387,48870,4024,267915,9747,172181,36347,10121,9670,12871,16978,3359,410,313,1988,648,53021,780971,345811,109437,141331,89283,68583,14359,115809,32061,38.5,75604.0,110208.0,52.4
316,Los Angeles,San Gabriel,33,4.7,4.8,17.9,17.8,33,4.7,4.3,17.9,16.2,33,4.7,3.6,17.9,14.4,33,4.7,3.9,17.9,14.3,32,4.7,3.9,17.9,13.4,32,4.7,4.7,17.9,16.1,32,4.7,4.4,17.9,14.9,39718,19157,20561,40.3,38.9,41.6,3.13,3.47,2084,7866,30413,10420,7853,5574,51.80,19.80,39718,38580,10076,388,220,24091,152,16750,962,597,235,3070,2325,43,20,6,9,8,3762,39266,12542,6668,10991,6509,6046,1184,3019,557,35.1,55909.0,81416.0,29.7
317,Riverside,San Jacinto,40,6.4,5.5,33.3,28.7,40,6.4,4.5,33.3,23.1,40,6.4,3.8,33.3,21.1,41,6.4,3.2,33.3,25.6,41,6.4,3.1,33.3,23.7,41,6.4,3.0,33.3,22.3,41,6.4,3.1,33.3,21.5,44199,21599,22600,30.3,28.9,31.4,3.34,3.81,3902,14487,27543,8275,6345,4668,51.10,32.80,44199,41685,25272,2928,812,1341,93,88,713,40,36,87,284,124,19,37,22,46,11208,43971,13152,6954,16032,11931,5071,2178,2762,1049,33.9,56529.0,73752.0,20.5
318,Fresno,San Joaquin,39,2.9,3.5,37.7,41.5,39,2.9,2.8,37.7,37.3,39,2.9,2.8,37.7,39.2,39,2.9,2.9,37.7,34.3,39,2.9,3.0,37.7,21.6,39,2.9,3.0,37.7,27.6,39,2.9,2.7,37.7,28.1,4001,2030,1971,23.6,23.8,23.3,4.54,4.66,461,1652,2155,449,285,175,49.30,41.30,4001,3854,1966,31,54,37,30,0,1,0,0,0,6,0,0,0,0,0,1766,4001,882,601,1835,1375,546,257,137,48,30.9,45563.0,63079.0,19.6
319,San Joaquin,San Joaquin-Unincorporated,29,8.8,6.6,24.6,18.5,29,8.8,6.4,24.6,18.0,44,8.8,5.2,24.6,15.3,44,8.8,5.4,24.6,18.1,44,8.8,5.3,24.6,16.4,44,8.8,5.0,24.6,14.9,48,8.8,5.1,24.6,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,53380.0,70435.0,18.1
320,Santa Clara,San Jose,44,5.2,3.9,14.5,10.6,44,5.2,3.6,14.5,9.8,44,5.2,3.1,14.5,9.1,44,5.2,3.3,14.5,9.8,44,5.2,3.1,14.5,8.7,44,5.2,3.0,14.5,8.6,44,5.2,2.8,14.5,7.8,945942,475668,470274,35.2,34.5,36.0,3.09,3.54,68610,234678,673683,191014,138116,95242,49.70,24.80,945942,898880,404437,30242,8297,303138,43827,63434,53008,10998,11342,100486,20043,4017,547,689,1389,1392,148749,932620,301366,162819,285392,197818,110161,30686,72882,19358,36.4,91702.0,120718.0,46.5
321,Orange,San Juan Capistrano,37,11.8,8.5,33.8,24.3,37,11.8,6.6,33.8,18.6,37,11.8,5.5,33.8,16.3,37,11.8,5.5,33.8,18.0,37,11.8,5.4,33.8,16.2,37,11.8,5.1,33.8,15.0,37,11.8,4.9,33.8,14.8,34593,17151,17442,40.2,38.4,41.9,3.03,3.44,2142,8518,24642,10051,7688,5413,50.40,24.60,34593,33385,26664,193,286,975,99,191,235,161,108,100,81,33,16,4,6,7,5234,34506,11394,6706,10270,6983,3307,1174,2829,543,36.4,75422.0,101134.0,36.8
322,Alameda,San Leandro,39,8.7,6.2,18.2,12.5,39,8.7,4.9,18.2,10.0,39,8.7,6.8,18.2,14.6,39,8.7,5.4,18.2,13.0,39,8.7,4.0,18.2,9.1,40,8.7,6.6,18.2,14.9,40,8.7,7.3,18.2,15.2,84950,40781,44169,39.3,37.7,40.6,2.74,3.36,5274,18975,62956,22203,16522,11683,52.00,22.30,84950,80195,31946,10437,669,25206,638,11655,7935,462,491,2715,1310,642,81,159,162,240,11295,84300,30717,14142,24728,16090,9610,2505,5103,2032,36.8,72112.0,96982.0,41.8
323,San Luis Obispo,San Luis Obispo County Integrated Waste Management Authority,43,7.4,5.4,18.7,13.7,43,7.4,4.8,18.7,12.3,43,7.4,4.4,18.7,11.7,43,7.4,4.6,18.7,13.8,43,7.4,4.6,18.7,12.6,43,7.4,4.3,18.7,11.5,43,7.4,4.7,18.7,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,58697.0,77043.0,31.5
324,San Diego,San Marcos,44,8.9,6.6,19.0,15.1,44,8.9,5.9,19.0,14.0,44,8.9,5.3,19.0,13.2,44,8.9,5.4,19.0,15.2,44,8.9,5.3,19.0,13.5,43,8.9,5.6,19.0,14.0,44,8.9,5.2,19.0,12.9,83781,40957,42824,32.9,31.9,33.8,3.05,3.49,7008,23287,55953,15799,11856,8527,51.10,27.80,83781,79486,53235,1967,591,7518,700,1166,2817,451,410,1175,799,322,57,80,126,59,15853,82937,27202,15242,26906,20442,7136,2390,6451,1558,34.8,62962.0,84889.0,34.6
325,Los Angeles,San Marino,33,6.8,5.7,29.6,23.3,34,6.8,5.0,29.6,19.9,34,6.8,4.7,29.6,18.7,34,6.8,4.5,29.6,21.3,34,6.8,4.6,29.6,19.5,34,6.8,4.3,29.6,18.4,34,6.8,4.4,29.6,18.5,13147,6314,6833,45.3,44.5,46.0,3.02,3.28,515,3422,9400,4262,3172,2309,52.00,26.00,13147,12733,5434,55,5,7039,157,5773,87,229,269,109,415,2,1,0,0,1,198,13066,4330,3220,4431,3173,853,186,232,64,35.1,55909.0,81416.0,29.7
326,San Mateo,San Mateo,43,5.8,4.9,13.3,10.4,43,5.8,4.8,13.3,9.9,43,5.8,4.2,13.3,9.2,43,5.8,3.9,13.3,10.0,43,5.8,3.6,13.3,8.3,43,5.8,3.4,13.3,7.5,43,5.8,3.6,13.3,8.1,97207,47465,49742,38.9,37.3,40.4,2.51,3.14,6587,20254,74203,25022,18998,13980,51.20,20.80,97207,91661,56214,2296,505,18384,1713,7778,4478,2093,776,336,1210,1998,100,73,161,1664,12264,95891,38233,17964,25067,17988,7034,1743,7593,2441,39.3,88202.0,126129.0,44.4
327,San Mateo,San Mateo-Unincorporated,44,5.1,3.7,15.7,11.1,44,5.1,3.6,15.7,10.6,45,5.1,3.4,15.7,10.1,45,5.1,3.2,15.7,10.7,45,5.1,2.8,15.7,7.0,45,5.1,2.7,15.7,6.1,49,5.1,2.6,15.7,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,88202.0,126129.0,44.4
328,Contra Costa,San Ramon,51,5.7,4.5,8.2,7.2,51,5.7,3.6,8.2,6.3,51,5.7,3.3,8.2,6.3,51,5.7,2.8,8.2,6.2,51,5.7,2.7,8.2,5.6,51,5.7,2.4,8.2,4.8,51,5.7,2.6,8.2,5.2,72148,35448,36700,37.1,36.7,37.3,2.85,3.3,5716,21351,49162,12848,8920,5627,50.90,29.60,72148,68292,38639,2043,205,25713,8179,8494,3412,648,2285,827,1868,156,30,54,8,64,1536,72073,25284,16318,24499,20601,3342,596,2630,1254,38.6,78756.0,106018.0,39.0
329,Monterey,Sand City,44,59.7,49.2,9.0,7.4,47,59.7,42.2,9.0,6.6,47,59.7,32.3,9.0,5.8,48,59.7,26.0,9.0,5.3,48,59.7,26.6,9.0,5.2,48,59.7,24.2,9.0,4.9,48,59.7,24.0,9.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,59168.0,79378.0,23.0
330,Fresno,Sanger,34,3.2,3.1,10.8,10.4,36,3.2,3.5,10.8,11.5,36,3.2,3.3,10.8,10.8,36,3.2,4.0,10.8,16.1,36,3.2,3.6,10.8,13.7,37,3.2,2.3,10.8,8.7,37,3.2,3.2,10.8,12.0,24270,11978,12292,29.2,28.4,30.2,3.62,3.9,2303,8164,14876,4158,3109,2287,50.60,33.60,24270,23426,14454,219,311,758,197,57,95,87,6,10,306,39,0,1,22,16,7645,24136,6659,3736,9591,6796,2866,1224,1284,575,30.9,45563.0,63079.0,19.6
